sample	genus	superkingdom	taxonReads
191011_SND405_A_L007_APMG-6-3	Psychrobacillus	Bacteria	191
191011_SND405_A_L007_APMG-6-4	Psychrobacillus	Bacteria	118
191011_SND405_A_L007_APMG-6-5	Psychrobacillus	Bacteria	1
191011_SND405_A_L007_APMG-6-6	Psychrobacillus	Bacteria	19
200313_A00902_A_L001_APMG-8-1	Psychrobacillus	Bacteria	75
200313_A00902_A_L001_APMG-8-10	Psychrobacillus	Bacteria	56
200313_A00902_A_L001_APMG-8-11	Psychrobacillus	Bacteria	121
200313_A00902_A_L001_APMG-8-12	Psychrobacillus	Bacteria	74
200313_A00902_A_L001_APMG-8-2	Psychrobacillus	Bacteria	64
200313_A00902_A_L001_APMG-8-3	Psychrobacillus	Bacteria	189
200313_A00902_A_L001_APMG-8-4	Psychrobacillus	Bacteria	247
200313_A00902_A_L001_APMG-8-5	Psychrobacillus	Bacteria	316
200313_A00902_A_L001_APMG-8-6	Psychrobacillus	Bacteria	65
200313_A00902_A_L001_APMG-8-8	Psychrobacillus	Bacteria	7
200313_A00902_A_L001_APMG-8-9	Psychrobacillus	Bacteria	26
200313_A00902_A_L002_APMG-9-1	Psychrobacillus	Bacteria	28
200313_A00902_A_L002_APMG-9-11	Psychrobacillus	Bacteria	1
200313_A00902_A_L002_APMG-9-2	Psychrobacillus	Bacteria	68
200313_A00902_A_L002_APMG-9-3	Psychrobacillus	Bacteria	57
200313_A00902_A_L002_APMG-9-5	Psychrobacillus	Bacteria	118
200313_A00902_A_L002_APMG-9-6	Psychrobacillus	Bacteria	16
200313_A00902_A_L002_APMG-9-7	Psychrobacillus	Bacteria	16
200313_A00902_A_L002_APMG-9-8	Psychrobacillus	Bacteria	7
200313_A00902_A_L002_APMG-9-9	Psychrobacillus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Psychrobacillus	Bacteria	65
201118_A00902_B_L1-2_APMG_19_10	Psychrobacillus	Bacteria	106
201118_A00902_B_L1-2_APMG_19_11	Psychrobacillus	Bacteria	62
201118_A00902_B_L1-2_APMG_19_12	Psychrobacillus	Bacteria	800
201118_A00902_B_L1-2_APMG_19_13	Psychrobacillus	Bacteria	171
201118_A00902_B_L1-2_APMG_19_14	Psychrobacillus	Bacteria	14
201118_A00902_B_L1-2_APMG_19_15	Psychrobacillus	Bacteria	306
201118_A00902_B_L1-2_APMG_19_16	Psychrobacillus	Bacteria	297
201118_A00902_B_L1-2_APMG_19_17	Psychrobacillus	Bacteria	66
201118_A00902_B_L1-2_APMG_19_19	Psychrobacillus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Psychrobacillus	Bacteria	33
201118_A00902_B_L1-2_APMG_19_20	Psychrobacillus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Psychrobacillus	Bacteria	44
201118_A00902_B_L1-2_APMG_19_4	Psychrobacillus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_5	Psychrobacillus	Bacteria	41
201118_A00902_B_L1-2_APMG_19_6	Psychrobacillus	Bacteria	498
201118_A00902_B_L1-2_APMG_19_7	Psychrobacillus	Bacteria	1984
201118_A00902_B_L1-2_APMG_19_8	Psychrobacillus	Bacteria	55
201118_A00902_B_L1-2_APMG_19_9	Psychrobacillus	Bacteria	59
210810_A00902_B_L001_APMG-37-1	Psychrobacillus	Bacteria	368
210810_A00902_B_L001_APMG-37-10	Psychrobacillus	Bacteria	63
210810_A00902_B_L001_APMG-37-11	Psychrobacillus	Bacteria	61
210810_A00902_B_L001_APMG-37-2	Psychrobacillus	Bacteria	44
210810_A00902_B_L001_APMG-37-3	Psychrobacillus	Bacteria	19
210810_A00902_B_L001_APMG-37-4	Psychrobacillus	Bacteria	847
210810_A00902_B_L001_APMG-37-6	Psychrobacillus	Bacteria	53
210810_A00902_B_L001_APMG-37-7	Psychrobacillus	Bacteria	120
210810_A00902_B_L001_APMG-37-8	Psychrobacillus	Bacteria	33
210810_A00902_B_L001_APMG-37-9	Psychrobacillus	Bacteria	102
210810_A00902_B_L002_APMG-38-1	Psychrobacillus	Bacteria	18
210810_A00902_B_L002_APMG-38-10	Psychrobacillus	Bacteria	22
210810_A00902_B_L002_APMG-38-15	Psychrobacillus	Bacteria	38
210810_A00902_B_L002_APMG-38-2	Psychrobacillus	Bacteria	16
210810_A00902_B_L002_APMG-38-3	Psychrobacillus	Bacteria	182
210810_A00902_B_L002_APMG-38-4	Psychrobacillus	Bacteria	67
210810_A00902_B_L002_APMG-38-5	Psychrobacillus	Bacteria	28
210810_A00902_B_L002_APMG-38-7	Psychrobacillus	Bacteria	127
210810_A00902_B_L002_APMG-38-8	Psychrobacillus	Bacteria	50
210810_A00902_B_L002_APMG-38-9	Psychrobacillus	Bacteria	195
BH193L-1_S22	Psychrobacillus	Bacteria	250
BH193L-2_S19	Psychrobacillus	Bacteria	1272
BH193L-2_S20	Psychrobacillus	Bacteria	791
BH193L-3_S20	Psychrobacillus	Bacteria	123
BH193L-4_S23	Psychrobacillus	Bacteria	23
BH193L-5_S24	Psychrobacillus	Bacteria	17
BH194L-1_S25	Psychrobacillus	Bacteria	44
BH194L-2_S26	Psychrobacillus	Bacteria	17
BH194L-3_S25	Psychrobacillus	Bacteria	10
BH194L-4_S16	Psychrobacillus	Bacteria	10
BH194L-4_S17	Psychrobacillus	Bacteria	11
BH194L-6_S26	Psychrobacillus	Bacteria	9
BH194L-7_S17	Psychrobacillus	Bacteria	110
BH194L-7_S18	Psychrobacillus	Bacteria	63
BH195L-1_S27	Psychrobacillus	Bacteria	138
BH195L-2_S18	Psychrobacillus	Bacteria	156
BH195L-2_S19	Psychrobacillus	Bacteria	97
BH195L-3_S28	Psychrobacillus	Bacteria	69
BH195L-4_S29	Psychrobacillus	Bacteria	23
ELS162S7	Psychrobacillus	Bacteria	231
ELS163S8	Psychrobacillus	Bacteria	244
ELS165S9	Psychrobacillus	Bacteria	112
ELS167S10	Psychrobacillus	Bacteria	228
IE111L-1_S1	Psychrobacillus	Bacteria	10
IE111L-2_S2	Psychrobacillus	Bacteria	183
IE111L-3_S3	Psychrobacillus	Bacteria	159
IE111L-4_S1	Psychrobacillus	Bacteria	364
IE111L-5_S5	Psychrobacillus	Bacteria	131
IE111L-6_S6	Psychrobacillus	Bacteria	163
IE111L-7_S7	Psychrobacillus	Bacteria	204
IE112L-1_S9	Psychrobacillus	Bacteria	221
IE112L-2_S10	Psychrobacillus	Bacteria	94
IE112L-3_S11	Psychrobacillus	Bacteria	171
IE112L-4_S17	Psychrobacillus	Bacteria	146
IE112L-5_S18	Psychrobacillus	Bacteria	182
IE112L-6_S19	Psychrobacillus	Bacteria	95
IE112L-7_S12	Psychrobacillus	Bacteria	28
IE113L-1_S13	Psychrobacillus	Bacteria	173
IE113L-2_S14	Psychrobacillus	Bacteria	709
IE113L-3_S3	Psychrobacillus	Bacteria	551
IE113L-4_S4	Psychrobacillus	Bacteria	560
IE113L-5_S5	Psychrobacillus	Bacteria	595
IE113L-6_S6	Psychrobacillus	Bacteria	764
IE113L-7_S7	Psychrobacillus	Bacteria	570
IE114L-1_S9	Psychrobacillus	Bacteria	705
IE114L-2_S10	Psychrobacillus	Bacteria	765
IE114L-3_S11	Psychrobacillus	Bacteria	306
JK079L-1_S1	Psychrobacillus	Bacteria	126
JK079L-10-WDH_S10	Psychrobacillus	Bacteria	164
JK079L-11-WDH_S11	Psychrobacillus	Bacteria	94
JK079L-12-WDH_S12	Psychrobacillus	Bacteria	60
JK079L-13-WDH_S13	Psychrobacillus	Bacteria	51
JK079L-14-WDH_S14	Psychrobacillus	Bacteria	78
JK079L-2_S2	Psychrobacillus	Bacteria	68
JK079L-3_S3	Psychrobacillus	Bacteria	114
JK079L-4_S4	Psychrobacillus	Bacteria	87
JK079L-5_S5	Psychrobacillus	Bacteria	51
JK079L-6-WDH_S6	Psychrobacillus	Bacteria	117
JK079L-7-WDH_S7	Psychrobacillus	Bacteria	187
JK079L-8_S8	Psychrobacillus	Bacteria	93
JK079L-9_S9	Psychrobacillus	Bacteria	90
JK080L-1_S17	Psychrobacillus	Bacteria	26
JK080L-10_S26	Psychrobacillus	Bacteria	7
JK080L-11_S27	Psychrobacillus	Bacteria	712
JK080L-12_S28	Psychrobacillus	Bacteria	8
JK080L-13_S29	Psychrobacillus	Bacteria	15
JK080L-14_S30	Psychrobacillus	Bacteria	11
JK080L-2_S18	Psychrobacillus	Bacteria	20
JK080L-3_S19	Psychrobacillus	Bacteria	9
JK080L-4_S20	Psychrobacillus	Bacteria	268
JK080L-6_S22	Psychrobacillus	Bacteria	20
JK080L-7_S23	Psychrobacillus	Bacteria	9
JK080L-8_S24	Psychrobacillus	Bacteria	116
JK080L-9_S25	Psychrobacillus	Bacteria	18
JK081L-1_S1	Psychrobacillus	Bacteria	123
JK081L-11_S11	Psychrobacillus	Bacteria	127
JK081L-12_S12	Psychrobacillus	Bacteria	114
JK081L-13_S13	Psychrobacillus	Bacteria	19
JK081L-2_S2	Psychrobacillus	Bacteria	176
JK081L-3_S3	Psychrobacillus	Bacteria	550
JK081L-4_S4	Psychrobacillus	Bacteria	143
JK081L-6_S6	Psychrobacillus	Bacteria	125
JK081L-7_S7	Psychrobacillus	Bacteria	17
JK081L-8_S8	Psychrobacillus	Bacteria	71
JK081L-9_S9	Psychrobacillus	Bacteria	71
